"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Ireland","IRL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48266983754.5587","50862124335.6919","53760482983.7502","56516660794.3766","61046017569.8411","68330810592.2681","74479695877.7567","83169527436.6678","93160874913.4191","101534472721.861","114937781530.339","125913026708.098","138491150176.63","145006254388.979","157654881390.544","168336054806.382","189031071361.395","205753854699.141","198299092484.809","188086899356.917","197012924027.343","206471050963.725","213241082189.65","221160036389.277","238002440659.259","324570321087.434","339999799820.973","373770580497.352","411558994160.667","431161114188.208","465413104314.265","535284011037.643",
"Iran, Islamic Rep.","IRN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","423591187222.757","493602083727.878","521500721742.406","526008887624.903","528117509903.3","552137840589.372","597952968567.129","616478252909.433","636384065096.468","658276641950.742","712541731947.511","746024207464.51","818860578227.383","907161613142.976","971910162882.111","1034361754898.11","1119589553813.59","1243625656497.28","1270657113615.2","1291683910368.98","1382998329807.34","1449083552221","1295740677467.97","1250610246950.94","1255791375247.15","1131039620719.18","1221422583406.8","1281375169176.87","1282416955880.39","1287861399599.91","1326346118341.91","",
"Iraq","IRQ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47861267895.3731","64906517041.7234","86571105755.9897","91827934233.9012","95741068677.4888","108238667907.404","133489234940.348","182045885926.645","217070192394.864","259552091871.097","270074639311.315","251796759690.926","162640466307.638","256157412817.817","268607024791.386","292529440221.537","306100047104.035","337640135770.712","351287258352.941","378270693407.765","415269270855.8","483559417994.869","515106414386.02","477915775957.398","347324222790.713","345187247265.842","395294585902.049","415398418148.362","446142603857.722","400388682213.997","428633553457.637",
"Iceland","ISL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6403700762.444","6660756896.18741","7286037601.20486","7870935169.44779","8198700509.48308","8374029903.19514","9083647680.12818","9375292903.83657","9467117162.39651","10402566195.3671","11074925909.5813","12060245455.1024","12918593643.0796","13879915595.1021","13333702097.3425","12650175257.2892","13059433954.0833","13471498420.0286","14378252058.9283","15058763610.4313","16276450019.0689","17939410954.5851","19106258173.1223","20179627055.8535","21017252183.8605","19648531128.3253","21461470170.7928",
"Israel","ISR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109562876046.747","118292109467.005","125053690566.982","131769815403.094","138397458398.735","156918207268.263","160618483727.785","165761176038.417","159517989860.138","171851539217.979","172239166012.23","181286708934.43","197547119022.741","201065379259.698","205568514055.458","219864969763.066","237915785308.268","251920597832.105","276637325676.912","282342233389.766","297241729645.699","323407941272.97","340875586977.724","354478124346.045","362196492248.562","363897671288.118","409409278136.446",
"Italy","ITA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1056545808814.71","1109079922325.13","1143817822577.35","1160944952823.99","1211242032030.65","1272340233780.04","1310778391331.27","1358305334702.8","1423867357310.84","1457193715148.05","1541560741083.81","1597196870606.33","1639680554324.34","1673369455669.35","1704871904435.45","1746657911754.7","1886980489571.51","1995154074533.5","2089717925618.93","2044870825840.8","2084101618229.3","2173169963370.93","2172383785077.79","2187377576803.98","2200255257934.9","2240921139199.72","2420671363968.59","2517184209191.25","2600325592797.6","2650547404604.35","2496155798766.2","2713265908055.88",
"Jamaica","JAM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11520400107.3129","12486226445.4168","13020514308.1028","14584363942.8877","15101868913.1612","15780869181.4881","16051535434.8552","16142115050.997","15942712050.6396","16336763407.6229","16853684522.7624","17465166962.8206","18091633898.3388","19125077838.0601","19898432361.349","20705841088.8165","21963547668.1064","22880125946.4861","23129662939.8289","22266417996.546","22205660187.945","23059255170.7083","23269052381.302","24136041839.9217","24568341334.6002","25418047671.9003","26720444470.3245","28040446746.5718","29252939514.2128","30041881850.1674","27363561327.4235","29811646922.6362",
"Jordan","JOR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15633188234.5965","16421833861.7514","19206271844.2837","20543736204.2692","22025568868.1325","23881840058.8244","24826653595.1087","26090320238.192","27178706188.9008","28495930305.5995","30378784268.3378","32700221405.4963","35130659464.5371","37314873418.9226","41599218612.7601","46398887303.2299","51701478966.0972","57440167395.6832","62775763276.4254","66352013457.2009","68703824299.4291","72050912802.1938","74340200743.3286","79416620026.0514","81884118369.6983","87705168918.814","90248991241.283","97893384208.996","102170647927.185","106031839771.786","105644985145.438","112466437889.215",
"Japan","JPN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2466212851047.55","2636747270152.85","2719707443885.29","2769753954197.59","2856992786468.72","2993644735915","3143992144629.41","3229588924781.63","3224451308869.43","3258971755243.63","3461199212871.49","3552841434344.91","3647933229747.3","3753919256711.54","3938955753801.61","4110440479265.64","4300322202225.7","4482081297524.2","4517267516318.56","4295629000666.77","4525401285474.55","4629400479632.82","4799612889015.1","5021591088716.88","5034454618847.27","5199915217476.25","5158900389806.61","5262254961496.86","5340832228256.13","5354366267355.98","5315620636313.38","5396818536177.7",
"Kazakhstan","KAZ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135061850194.611","124270094729.439","120365687513.246","111882636855.886","99873557756.3668","93606446931.806","95796952654.9978","99105536694.0703","98316803274.1732","102394278397.406","114976048408.048","133437868541.214","148798258488.336","165846289312.727","186646915364.129","211172318177.243","240980854207.865","269520340716.552","283754315700.756","288999929043.77","313823642726.023","344049455918.982","369966257833.272","417452192395.491","427478309972.205","407416193706.814","423833478989.461","448472613650.923","478013326845.638","508458988491.314","501722434767.244","543473691247.887",
"Kenya","KEN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39584023663.8917","41511270740.0675","42117832022.1432","43268452791.1778","45355908719.5659","48347362777.0619","51274183724.6782","52406072914.6138","54739599666.2632","56790752483.8727","58425661389.122","62000154073.6315","63310783946.5606","66453499720.1867","71720423388.6959","78338578080.0943","85982693123.6232","94356030963.6229","96389092763.6738","100214863122.527","109592079393.214","117598023944.482","125522808170.927","141004102766.73","156802076160.131","176337929151.66","192816361927.952","211108856550.069","228360434503.789","244332767390.245","246658971751.366","276221293785.249",
"Kyrgyz Republic","KGZ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11169144215.5708","10629584272.0826","9367397735.42756","8106974351.93948","6617022853.05789","6389354035.05552","6967282943.15931","7790165527.0974","8045001342.32227","8456627112.61021","9118967542.49845","9820623525.1042","9971953124.80874","10883653132.9577","11961118334.2619","12314546032.893","13088419713.709","14590482726.1897","16119665465.3799","16691228366.5577","16812165959.654","18183659161.1761","20287689142.3113","23123731105.9622","24986584383.7428","25107317901.3392","28459201788.3159","31280403475.28","33231267741.9518","35381873524.0253","32800995970.8218","35397528301.5484",
"Cambodia","KHM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11255158194.3034","7494075218.7976","8408954584.98985","9067918519.58473","9593870834.7911","10156058093.3974","11607730738.5957","13057018291.7677","14439092933.863","15628875018.8426","17292938726.727","19593335152.6809","22885291801.6846","26132489819.4076","29579652162.5921","32164277924.4032","32398500570.039","34743029072.7063","37972104979.2572","42401242881.6309","45764054822.9921","48654438003.1038","52598070984.9858","57941724641.1238","62890960721.9283","69203087065.2039","75409912182.3404","73955944078.248","79360287089.7949",
"Kiribati","KIR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90737324.5334387","93805844.4928358","96785206.0530491","99940903.6256153","103834980.298251","106012296.756595","109783065.607625","113537469.154514","122344247.739456","122159618.908823","132735153.516109","133729648.386885","140957766.466789","146623593.155665","148106410.985912","160314422.77748","165179591.272219","173095771.687939","172726011.189583","175228673.483734","175347951.726607","182146012.38056","195083468.346454","206760055.368952","208317200.751648","231157870.375951","232358239.126381","236188742.37654","254585903.635728","257741353.073282","259420938.327279","",
"St. Kitts and Nevis","KNA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","363187662.371086","368468458.5177","392953814.839605","429630231.09105","462068847.005439","497153376.654544","535835818.882197","582271740.552543","585959318.95893","613349957.278454","690238776.182608","742867825.677463","764764320.84277","749182821.397604","800037598.199136","905433342.55848","962775991.277856","994733995.626572","1127141621.48769","1096032386.45863","1109689087.41187","1151058790.21987","1106479331.59242","1162205746.52799","1265841278.20973","1271650982.93541","1336926851.35183","1403948168.7039","1475867129.28689","1574434835.43119","1363802432.73211","1405919598.49818",
"Korea, Rep.","KOR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","358187125246.697","410211321362.576","445566678589.937","487498211137.348","544057830051.644","608871842065.342","668944044114.198","722468658677.207","693124625328.878","783492526099.428","871475638525.286","934349291854.747","1019446685620.94","1058222737252.78","1143105567943.22","1213618156671.84","1302227991055.99","1414985950534.54","1468996086974.66","1454994406417.93","1572680440074.07","1625275455251.2","1684562928828.18","1726902752731.95","1792600237630.01","1933588947770.48","2026967821102.36","2103651261121.49","2220442287180.66","2225803913777.2","2344337686734.47","2427790661796.76",
